cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
78276618,76917749,33324,10993298,81782
78276675,76917750,33326,10993364,81938
78283296,76917751,33431,10993743,81939
78306429,76917752,33432,10993829,82107
78306430,76919960,33495,10993860,82343
78306431,76919961,33502,10993978,82684
78306432,76922207,33503,10993979,82685
78306433,76922433,33504,10993980,82686
78306434,76922434,33518,10994123,82990
78306435,76922435,33617,10994156,82991
78306436,76922563,33663,10994341,83208
78306437,76926342,33765,10994522,83209
78306438,76926343,33809,10994523,83357
78323195,76926344,33856,10994524,83368
78323196,76926345,33964,10994722,83369
78323873,76929002,34024,10994767,83429
78326668,76946692,34025,10994796,83430
78332107,76946693,34026,10994797,83431
78333695,76946694,34134,10994809,83432
78333696,76947129,34315,10994810,83613
78336108,76950336,34542,10994811,83853
78336109,76950337,34597,10994844,83919
78346147,76955394,34701,10994845,83920
78346148,76955395,34702,10994846,83972
78347804,76955396,34703,10994847,84038
78349483,76955397,34704,10995106,84211
78349484,76958939,34713,10995107,84220
78349485,76958940,34714,10995108,84363
78349486,76962870,34715,10995138,85044
78349487,76967135,34716,10995139,85045
78349488,76975741,34753,10995386,85046
78349489,76975742,34754,10995387,85323
78350329,76978071,34827,10995388,85364
78351066,76978072,34880,10995650,85445
78352909,76978403,34918,10995651,85714
78352910,76978697,34971,10995652,85715
78358641,76978698,34972,10995837,85716
78362836,76979125,35147,10995988,85840
78362837,76979502,35191,10995989,85841
78372890,76981469,35324,10995990,85914
78372891,76981470,35418,10995991,86236
78375322,76983872,35419,10996080,86238
78375323,76983873,35420,10996081,86298
78375479,76983874,35453,10996141,86576
78375480,76983875,35454,10996142,86738
78381014,76983876,35455,10996143,86739
78384019,76984168,35456,10996436,87075
78384020,76984169,35468,10996588,87076
78384021,76984781,35469,10996589,87077
78390413,76984782,35546,10996590,87078
78393995,76984783,35547,10996645,87079
78396889,76984784,35637,10996647,87454
78402292,76986096,35733,10996857,87455
78414213,76986097,35983,10996868,87525
78414214,76986611,35984,10996869,87526
78705044,76986612,35993,10996940,87608
78705045,76987606,36040,10997091,87891
78707443,76993178,36058,10997092,87892
78707444,76993179,36059,10997346,88185
78707445,76993180,36060,10997396,88528
78707446,76993181,36067,10997397,88529
78707447,76994320,36068,10997398,88610
78707448,76994321,36069,10997435,88679
78710336,76994322,36108,10997526,88680
78719913,76994323,36120,10997680,88862
78720141,77002070,36121,10998073,88863
78720142,77002071,36160,10998074,88892
78720143,77002257,36229,10998075,88915
78720144,77002258,36230,10998076,88986
78720145,77002259,36578,10999157,88987
78720146,77002926,36711,10999158,89066
78738513,77002927,36712,10999332,89116
78738514,77002928,36916,10999333,89167
78738515,77003416,36917,10999620,89168
78738516,77003417,37063,10999621,89169
78738517,77003418,37064,10999813,89185
78738543,77004211,37161,10999827,89193
78738544,77005985,37217,10999918,89230
78757656,77005986,37276,10999919,89344
78767948,77008656,37277,10999920,89649
78767949,77008876,37279,10999921,89693
78767950,77008877,37326,10999922,89742
78770293,77008878,37327,10999923,89743
78775930,77016581,37378,10999924,89930
78775931,77016582,37493,10999994,89961
78775932,77016583,37494,11000064,90312
78776480,77016584,37630,11000065,90313
78777259,77016585,37744,11000066,90314
78777260,77016586,37896,11000067,90413
78785662,77016587,37981,11000342,90414
78793029,77016588,38120,11000343,90955
78793030,77017995,38121,11000344,90968
78793031,77017996,38122,11000357,91524
78798356,77017997,38159,11000709,91525
78798357,77017998,38184,11000832,91526
78798358,77020722,38255,11001004,91571
78798359,77020723,38261,11001005,91755
78800707,77020724,38262,11001006,92129
78800708,77020725,38304,11001139,92130
78825310,77020726,38342,11001563,92178
78829740,77025510,38343,11001601,92182
78829741,77025527,38367,11001606,92236
78829742,77025528,38368,11002549,92237
78829743,77025529,38590,11002550,92294
78834436,77025530,38593,11002551,92295
78834465,77026336,38729,11002552,92296
78845145,77026337,38730,11002553,92550
78845146,77028211,38755,11002566,92551
78845147,77032396,38803,11002567,92663
78845148,77033821,38804,11002923,92664
78845149,77034237,38805,11002978,92831
78845150,77034238,38897,11003141,92895
78853981,77034239,38923,11003328,92896
78853982,77034240,38924,11003573,93130
78855594,77034241,38925,11003691,93131
78855595,77037623,38926,11003692,93644
78855596,77037624,38988,11003693,93645
78871644,77037625,39024,11003694,93676
78871645,77043325,39025,11003797,93677
78871646,77043955,39026,11003798,93678
78873683,77047223,39199,11003882,93679
78873684,77047224,39238,11003899,93832
78882240,77047225,39239,11003900,93833
78883377,77051138,39283,11003901,93914
78884240,77051139,39284,11003913,94202
78887964,77051140,39285,11004094,94469
78887965,77051141,39483,11004095,94470
78887966,77051142,39628,11004253,94471
78887967,77051143,39629,11004455,94591
78889253,77051144,39630,11004463,94592
78889993,77051145,39631,11004467,94593
78889994,77051146,39728,11004573,94594
78890368,77051147,39820,11004574,94595
78890369,77051148,39821,11004753,94596
78890370,77051149,39938,11004754,94633
78895704,77051150,40009,11004755,94719
78895705,77051151,40010,11004944,95024
78895706,77051152,40011,11005110,95025
78896328,77051153,40012,11005111,95026
78896329,77051154,40086,11005112,95027
78896330,77051155,40101,11005113,95234
78900897,77052396,40173,11005114,95235
78900898,77052397,40243,11005151,95236
78900899,77052398,40375,11005152,95237
78901241,77059197,40548,11005300,95238
78901242,77059198,40562,11005334,95545
78905553,77059199,40563,11005335,95553
78905586,77065467,40586,11005466,95691
78905587,77068888,40598,11005467,95850
78905588,77070759,40862,11005631,96109
78911753,77072560,40931,11005716,96110
78920416,77072731,40977,11005733,96142
78926922,77074443,40986,11006981,96143
78926923,77074444,40987,11007129,96144
78939129,77074445,41059,11007140,96145
78944376,77074446,41213,11007177,96459
78944377,77074447,41214,11007421,96914
78944378,77074448,41259,11007960,96915
78945568,77074449,41292,11007961,96941
78947669,77080824,41293,11007985,97031
78947670,77080825,41294,11007986,97032
78948837,77081627,41306,11008009,97164
78948899,77081628,41433,11008010,97165
78948900,77082126,41434,11008011,97166
78948901,77084727,41523,11008012,97372
78958726,77084728,41524,11008013,97373
78959624,77084729,41526,11008159,97617
78959625,77097290,41527,11008308,97618
78959626,77097291,41528,11008309,97619
78959627,77097292,41625,11008310,97719
79294524,77097293,41626,11008367,97720
79295129,77097294,41662,11008368,97890
79295130,77104127,41663,11008615,98250
79295131,77104128,41664,11008616,98251
79295132,77105229,41665,11008659,98252
79295133,77108610,41804,11008855,98273
79305794,77108611,41805,11008856,98328
79305795,77108612,41924,11008857,98329
79305796,77108613,41925,11008890,98376
79307990,77111260,41971,11008941,98377
79307991,77112811,41995,11008942,98391
79307992,77112812,42037,11009140,98392
79307993,77114233,42038,11009227,98394
79307994,77115016,42145,11009283,98395
79307995,77115139,42309,11009284,98462
79334101,77115140,42528,11009285,98463
79339858,77115141,42574,11009298,98464
79378113,77115427,42575,11009334,98670
79378114,77116429,42576,11009335,98797
79380991,77116492,42581,11009336,99180
79380992,77116493,42927,11009337,99220
79383838,77118104,43068,11009338,99386
79383839,77118105,43122,11009349,99387
79384470,77118106,43123,11009723,99388
79384471,77118195,43124,11010239,99393
79384957,77118196,43125,11010240,99394
79384958,77124042,43126,11010422,99395
79390852,77124207,43128,11010533,99396
79390853,77124898,43165,11010534,99397
79390854,77124899,43273,11010597,99402
79404423,77131179,43459,11010892,99739
79409315,77131180,43465,11011035,99740
79409316,77136774,43480,11011062,99747
79409317,77136775,43666,11011757,99748
79410529,77136776,43667,11011774,99749
79410546,77143618,43668,11011775,99750
79410911,77143619,43681,11012017,99751
79410912,77143620,43875,11012733,100051
79416724,77143621,44007,11012995,100052
79446040,77143622,44022,11013305,100053
79446041,77143623,44023,11013306,100054
79452825,77148446,44024,11013733,100055
79452826,77151562,44070,11013804,100493
79452827,77151563,44073,11013805,100828
79470122,77151564,44170,11013975,101128
79472024,77151565,44291,11014080,101129
79472025,77151634,44292,11014081,101130
79479582,77151635,44384,11014082,101139
79479583,77151636,44385,11014110,101140
79479584,77155609,44425,11014111,101335
79482175,77155610,44521,11014112,101344
79491101,77163455,44633,11014113,101367
79493088,77163760,44777,11014114,101414
79494677,77168276,44778,11014239,101459
79494678,77168277,44908,11014301,101460
79494679,77169040,44909,11014305,101461
79494680,77169041,44910,11014306,101615
79494681,77171013,44948,11014328,101651
79497790,77171014,45020,11014342,101652
79500975,77171015,45143,11014481,101653
79500976,77171016,45312,11014619,101654
79500977,77175829,45313,11014711,101736
79503664,77175830,45408,11014726,101737
79503665,77175831,45583,11014727,102350
79509537,77175832,45587,11014833,102409
79514620,77175905,45672,11014834,102410
79524310,77175906,45673,11014858,102461
79543258,77175907,45744,11014859,102462
79546710,77176003,45794,11014860,102463
79546711,77178412,45795,11014861,102464
79546712,77178413,46010,11014952,102793
79546713,77178414,46011,11015323,102810
79553761,77178415,46030,11015446,102811
79553762,77178505,46105,11015634,102812
79556974,77178506,46106,11015975,102928
79556975,77178507,46107,11016223,102929
79556976,77178508,46108,11016432,102986
79568381,77178509,46146,11016468,102987
79573589,77178568,46233,11016485,102988
79573590,77182228,46234,11016649,103008
79573591,77182229,46235,11016650,103009
79573592,77182230,46278,11016653,103010
79574214,77186338,46359,11016905,103011
79575483,77187991,46370,11017175,103147
79575484,77187992,46502,11017176,103148
79575485,77187993,46673,11017177,103149
79582637,77187994,46674,11017409,103395
79590958,77189227,46675,11017450,103397
79601005,77189228,46676,11017589,103398
79606778,77189229,46677,11017590,103399
79608783,77189230,46877,11018472,103446
79614565,77190057,46878,11018473,103455
79617437,77191761,46879,11018474,103502
79617438,77191762,46880,11018493,103503
79617439,77191763,46902,11018630,103504
79618759,77191764,47013,11018631,104389
79618760,77193151,47014,11018632,104390
79637152,77193152,47015,11018633,104391
79650793,77193153,47209,11018739,104392
79650794,77195257,47315,11018857,104607
79650795,77198383,47316,11019000,104670
79650796,77198384,47338,11019001,104788
79650797,77202220,47394,11019051,104841
79650798,77202678,47400,11019422,104842
79650799,77202679,47448,11019423,104883
79651130,77202680,47449,11019424,104884
79651131,77207841,47499,11019425,104885
79651132,77215392,47555,11019568,104886
79651133,77215393,47622,11019569,104887
79651134,77215790,47624,11019618,104898
79651135,77223982,47625,11020049,105035
79652353,77223983,47637,11020342,105189
79661624,77223984,47703,11020343,105202
79680904,77223985,47730,11020344,105275
79680905,77224389,47779,11020356,105362
79680906,77224390,47801,11020357,105805
79681524,77224391,47893,11020358,105806
79681525,77228026,47894,11020363,106594
79688444,77229348,48034,11020364,107680
79689301,77235951,48035,11020365,107801
79716991,77236289,48036,11020366,108201
79716992,77236290,48053,11020367,108294
79727185,77236291,48221,11020368,108295
79727186,77236292,48222,11020369,108296
79727187,77236293,48223,11020370,108330
79727188,77236294,48274,11020371,108331
79729494,77236295,48275,11020372,108332
79737028,77236296,48444,11020373,108491
79737977,77236297,48445,11020374,108492
79737978,77236298,49094,11020375,108821
79737979,77236299,49169,11020376,109129
79740320,77236300,49229,11020377,109151
79740321,77236301,49251,11020378,109152
79749584,77240411,49256,11020379,109498
79749585,77247702,49257,11020430,109890
79749586,77251058,49281,11020584,109901
79749587,77251992,49357,11020587,110190
79750081,77251993,49391,11020588,110191
79760816,77251994,49438,11020603,110201
79764045,77254058,49439,11020613,110202
79769871,77254059,49493,11020614,110212
79769872,77254060,49510,11021064,110368
79769873,77254061,49512,11021094,110374
79778432,77254062,49699,11021111,110375
79778433,77254063,49792,11021217,110376
79778434,77257378,49793,11021218,110384
79790686,77257379,49836,11021423,110451
79790687,77258121,49840,11021598,110658
79797466,77258122,49869,11021599,110660
79797467,77258123,49917,11021604,110722
79799253,77258124,49939,11021822,110723
79799254,77258359,49940,11022155,110764
79801139,77265839,50021,11022174,110875
79801140,77265840,50046,11022175,110876
79801141,77265841,50117,11022176,110891
79805997,77266905,50164,11022177,110957
79805998,77268547,50192,11022439,110958
79809597,77268548,50193,11022458,110959
79809598,77268549,50194,11022522,111486
79809599,77270128,50195,11022599,111823
79811802,77274787,50212,11022600,111824
79811910,77274788,50233,11022681,111825
79825848,77274789,50234,11022682,111885
79847598,77276431,50486,11022683,111886
79847599,77276432,50511,11022710,111890
79847600,77276433,50512,11022711,112298
79851610,77276755,50525,11022807,112299
79851611,77276756,50674,11023121,112345
79851612,77276757,50749,11023186,112351
79858148,77280636,50750,11023359,112352
79858149,77280637,50751,11023360,112353
79858150,77280638,50890,11023361,112354
79858151,77280639,50926,11023362,112355
79860372,77280640,51010,11023427,112408
79860675,77280641,51011,11023684,112632
79864529,77283015,51012,11023685,112633
79864530,77287844,51013,11023686,112680
79864531,77288841,51014,11023821,112681
79865849,77288842,51015,11023822,112682
79876823,77292094,51090,11023823,112687
79882303,77294460,51091,11023824,112794
79883334,77295507,51092,11023832,113035
79883335,77295508,51122,11023985,113036
79883336,77295509,51123,11024023,113393
79884593,77301667,51222,11024129,113432
79884594,77301668,51231,11024265,113433
79884667,77303183,51249,11024310,113527
79884668,77303184,51252,11024332,113528
79884669,77307196,51383,11024333,113529
79884670,77307197,51384,11024334,113690
79894148,77307198,51385,11024378,114089
79894149,77307199,51386,11024807,114232
79895741,77307200,51387,11024808,114241
79895742,77308817,51464,11025308,114242
79901995,77308818,51465,11025309,114243
79903316,77308819,51466,11025310,114447
79903354,77308820,51467,11025333,114448
79907187,77308821,51468,11025334,114449
79910111,77314025,51514,11025473,114455
79911000,77314026,51549,11025474,114824
79916819,77315104,51677,11025475,114825
79916820,77320183,51678,11025935,114845
79938700,77320184,51690,11025936,114846
79938701,77320604,51691,11026010,114918
79938702,77320605,51692,11026040,114919
79938703,77325545,51767,11026057,114920
79942581,77325546,51797,11026140,114921
79954240,77325592,51798,11026231,115494
79954241,77338791,51915,11026642,115504
79954242,77338792,51916,11026675,115688
79954289,77344232,51954,11026715,115828
79960072,77344233,52134,11026716,115993
